ID_Estudiante,Logica_y_Programacion,Estructuras_de_Datos,Bases_de_Datos,Ingenieria_de_Software,Sistemas_Operativos,Redes_de_Computadores,Machine_Learning,Simulacion_de_Sistemas,Estadistica_Inferencial,Calculo_Diferencial,Fisica_Mecanica,Arquitectura_de_Computadores
9438579,4.2,4.2,3.7,3.8,3.6,4.2,3.4,2.4,2.9,2.6,3.8,3.2
5373369,3.5,3.5,4.1,3.5,3.5,3.9,4.0,4.0,3.5,2.4,2.9,3.4
6163595,4.6,3.3,2.6,4.2,2.7,4.0,5.0,4.2,3.7,3.4,2.6,2.8
8039752,2.9,4.1,3.0,2.3,3.7,2.7,3.3,2.8,3.2,3.4,4.0,3.1
2199593,3.5,4.0,3.7,3.2,2.8,3.4,3.4,4.4,4.0,4.0,3.1,3.6
6707157,2.7,2.7,3.0,3.3,3.3,3.0,1.6,4.3,3.7,3.5,3.5,3.9
5928298,1.9,3.7,2.1,2.9,3.9,3.0,3.1,5.0,4.7,3.5,3.2,3.4
8385943,3.2,2.8,3.1,3.0,3.3,3.9,3.6,4.3,4.1,4.9,3.9,4.2
9298954,3.0,2.6,4.9,3.6,4.1,3.2,4.1,4.0,3.5,4.0,3.6,3.5
7357238,3.2,3.0,3.4,2.6,4.8,3.1,2.8,2.2,3.8,3.4,3.5,3.0
5404000,4.1,4.8,3.4,3.2,3.4,3.6,1.9,3.2,4.0,2.5,5.0,2.8
4423913,4.4,4.4,3.1,4.7,2.9,2.2,3.7,4.3,2.8,4.8,4.2,3.1
8775921,3.3,3.4,3.8,3.0,3.4,3.5,3.5,4.1,3.5,3.4,4.1,3.7
8067521,3.3,4.2,3.1,3.3,2.6,3.9,4.6,3.3,3.2,3.8,4.5,4.4
1851733,2.4,4.0,3.9,2.8,3.8,3.8,2.7,4.1,4.0,3.2,2.7,3.8
6750459,4.1,3.9,4.8,4.5,4.0,3.6,2.3,3.8,3.5,3.2,4.3,3.3
7608490,2.7,4.3,3.7,3.5,3.7,4.2,3.6,3.2,2.3,3.4,2.7,3.0
7535829,3.4,4.3,2.8,5.0,2.2,5.0,4.3,2.5,1.9,2.8,2.9,2.6
9446819,2.9,3.9,2.6,3.5,3.2,2.6,2.0,2.6,3.3,3.6,3.6,3.6
8773080,3.9,3.5,3.2,3.8,3.6,4.4,3.0,4.0,3.6,2.4,3.9,4.4
6085691,3.4,3.8,3.3,3.9,5.0,3.1,2.5,3.4,3.7,3.0,3.3,2.0
4433376,4.7,4.5,3.4,4.7,4.0,3.8,3.7,4.7,3.1,4.6,4.0,3.3
9367694,3.3,3.8,3.5,2.6,4.3,4.1,2.1,3.5,3.8,3.7,4.5,2.8
1914106,4.5,3.8,3.8,2.7,3.2,4.8,2.9,4.7,3.3,2.2,2.9,3.6
9998681,3.9,2.4,2.9,1.7,3.8,3.4,3.4,2.9,5.0,3.7,2.7,3.5
5027421,4.9,3.3,5.0,3.1,2.1,3.3,4.6,3.6,4.7,4.6,5.0,3.7
1250951,4.8,3.3,3.9,2.7,3.8,3.9,3.9,3.0,3.3,3.9,2.9,2.2
6919906,3.3,3.6,4.2,3.5,4.0,3.9,2.7,2.7,5.0,3.7,4.1,4.1
3639448,3.2,3.2,3.6,3.4,3.8,3.2,4.1,2.5,3.0,3.7,2.3,3.8
5173114,2.5,3.6,3.5,3.7,3.8,3.4,3.5,3.8,2.4,3.6,4.3,3.7
1968169,2.7,3.5,3.0,4.9,4.0,3.3,3.5,3.8,4.6,3.7,4.2,3.3
6610594,3.4,3.8,3.5,3.4,3.2,1.1,3.5,4.2,3.6,4.2,3.5,2.3
6664299,2.5,4.3,4.4,3.4,3.4,3.2,4.4,3.2,5.0,2.9,3.5,2.8
9076349,1.8,1.7,3.7,3.3,2.7,3.0,3.4,3.4,4.8,3.2,3.2,3.8
6684094,4.4,2.7,1.8,3.9,4.4,3.0,4.7,3.6,3.9,3.4,2.9,1.5
9747751,4.2,3.5,4.0,4.7,4.2,3.9,2.1,3.2,2.7,2.1,3.6,3.3
8856789,4.3,3.4,3.9,3.5,2.8,5.0,2.8,2.4,3.4,1.7,3.3,2.6
8347864,3.1,2.9,4.0,2.9,3.4,5.0,3.7,3.1,3.0,3.1,2.5,3.5
1257088,4.1,3.5,4.7,3.4,3.7,3.8,2.4,2.9,4.3,4.4,4.6,1.8
4395727,3.1,3.0,4.4,2.2,3.1,3.2,4.7,2.7,2.3,3.9,4.4,3.5
8609764,3.5,3.4,4.1,3.0,3.5,2.9,4.6,4.8,4.7,3.2,3.5,2.8
2106159,2.8,3.2,3.2,3.6,4.3,4.3,4.3,4.0,4.0,4.3,2.8,3.3
5020667,3.0,2.6,3.2,1.7,2.5,4.0,4.0,3.0,4.4,2.5,3.8,3.4
1925955,3.0,4.2,3.6,3.4,2.7,3.0,3.4,4.1,3.6,4.3,2.4,3.8
2748175,4.3,3.0,4.0,4.1,4.6,3.1,3.6,3.2,4.4,5.0,3.7,3.0
4381569,4.4,3.3,2.6,2.2,4.0,2.9,4.9,5.0,3.8,2.8,3.1,1.8
3713966,3.2,3.1,2.6,4.4,3.0,3.7,3.2,2.5,3.2,2.9,3.0,3.9
8511927,4.1,4.4,1.3,3.7,4.7,2.9,4.4,2.7,3.6,3.9,3.7,4.1
6450126,4.5,3.2,2.9,4.7,4.2,3.2,2.9,4.4,2.7,3.4,3.3,4.5
3666210,2.9,4.5,3.9,3.8,3.5,4.8,2.5,2.7,3.4,3.2,2.6,3.9
5762728,4.4,4.5,2.5,4.7,3.7,3.3,2.4,4.1,2.3,4.0,4.2,3.6
1471651,4.0,2.9,5.0,3.3,3.5,3.7,3.8,2.8,3.5,2.9,5.0,3.5
4546635,3.4,2.4,4.9,5.0,3.0,4.0,3.0,3.2,3.1,3.3,4.4,3.3
5006880,3.1,2.0,3.5,4.1,2.6,3.7,1.5,2.4,5.0,2.9,2.6,3.6
5660273,3.0,3.8,5.0,4.2,3.3,2.1,3.1,3.9,4.7,3.6,4.3,2.9
7885969,2.3,3.9,4.4,1.0,3.6,2.2,3.1,3.8,2.8,4.9,4.3,3.6
6855588,2.6,2.8,4.5,3.5,4.3,3.2,3.8,4.9,4.0,3.5,3.3,4.8
4644166,4.0,3.7,3.3,3.7,3.4,2.9,4.1,3.9,3.8,3.7,2.4,2.6
6313037,3.2,2.5,3.6,3.8,4.2,4.4,3.9,4.4,2.2,3.6,3.1,3.3
1961621,1.9,4.4,2.7,2.6,3.8,2.9,3.2,4.3,4.6,3.5,4.0,3.9
9986533,4.1,3.3,3.9,4.7,3.6,3.6,3.3,3.8,3.7,3.6,4.7,3.8
1443269,2.8,3.3,2.8,3.8,4.6,4.2,2.0,3.2,3.4,4.7,2.8,2.0
7661979,4.0,3.4,4.1,5.0,3.8,2.7,3.1,4.3,2.4,4.5,4.0,4.1
6984708,1.7,2.5,4.0,4.2,3.9,2.4,4.5,1.8,3.8,2.5,3.5,3.6
2470074,3.5,3.2,2.5,4.6,2.0,3.5,2.8,3.5,4.5,4.4,3.0,3.5
6847136,2.7,3.8,2.5,1.7,1.9,2.1,2.9,4.5,2.8,3.9,3.9,1.5
4457899,3.8,4.3,4.0,2.6,2.6,3.6,3.3,3.6,2.7,3.3,5.0,2.3
1028383,4.6,3.4,4.2,5.0,3.3,4.5,4.9,3.6,2.2,3.4,4.5,3.9
2594037,2.2,3.7,2.5,3.3,4.1,3.3,2.8,3.2,3.2,3.2,4.7,2.4
3338880,3.8,3.2,4.8,2.7,3.8,2.5,4.2,3.5,3.3,3.5,3.2,2.5
3793220,5.0,5.0,3.5,3.1,4.2,2.9,2.3,3.4,4.0,3.0,3.8,3.8
6712892,4.0,3.1,4.9,3.5,2.8,2.2,4.9,3.8,3.6,3.3,3.6,3.9
3662074,3.1,3.4,1.5,4.7,4.1,2.7,2.6,3.2,3.9,4.4,2.8,2.9
2958857,2.5,3.0,3.5,3.5,3.0,3.6,2.4,3.3,4.3,4.8,2.2,4.2
9590257,2.7,4.1,2.6,4.4,4.1,2.2,3.1,2.5,4.8,3.0,2.8,2.3
3218630,4.4,2.8,2.8,3.6,4.0,4.7,2.7,3.6,3.1,4.3,4.0,2.6
9372058,3.8,4.0,4.7,3.5,4.6,3.3,3.9,3.3,3.2,3.3,3.7,2.0
7914526,4.1,4.8,3.9,2.5,3.8,2.2,4.2,2.9,4.3,2.3,3.8,3.8
1399961,4.2,3.7,3.8,4.1,3.3,3.5,4.1,2.7,3.5,4.4,5.0,2.8
4222194,2.2,3.3,4.0,1.8,3.8,3.3,2.5,2.9,3.1,2.8,4.0,3.3
9698141,2.2,2.7,4.1,3.5,5.0,3.0,2.3,4.1,3.8,3.6,3.0,3.1
1670112,4.6,5.0,4.0,3.3,4.1,3.9,2.0,4.1,3.1,3.4,4.3,2.9
4289275,1.7,3.5,5.0,3.3,3.7,3.7,3.8,2.7,2.7,3.1,3.6,2.6
6057112,3.0,4.4,4.0,3.8,3.1,4.3,2.5,4.0,5.0,3.4,3.1,3.9
5840359,3.4,2.8,4.4,2.8,3.9,4.4,3.0,3.3,3.2,3.4,3.4,2.6
2884400,1.9,2.6,4.3,4.1,3.9,2.9,3.2,2.9,3.0,3.4,1.8,3.3
5966029,3.2,2.9,4.5,4.1,3.3,3.8,4.0,3.7,3.8,4.1,4.7,2.7
1153288,4.4,3.7,3.9,4.1,2.9,4.2,4.3,3.3,4.4,2.4,3.1,1.9
8292000,4.2,3.6,2.4,4.5,3.2,4.0,3.0,3.7,2.9,3.5,3.8,2.7
8203756,3.8,4.5,5.0,2.9,4.0,2.4,2.9,2.2,3.5,2.7,3.6,2.8
4648383,4.3,3.6,3.4,3.6,2.7,4.0,3.6,2.7,3.7,1.8,3.4,3.4
3206438,4.1,4.3,3.7,3.7,4.0,2.0,4.7,3.0,3.0,2.4,3.3,2.9
8550580,3.1,3.4,3.6,3.2,3.8,2.6,4.3,4.7,5.0,2.3,5.0,3.0
6376724,4.9,2.7,3.4,4.9,2.9,3.3,3.6,3.5,2.3,3.7,3.4,3.8
7898408,2.0,3.8,2.3,4.1,2.4,5.0,3.4,2.1,2.8,4.2,2.0,2.2
3944211,3.2,3.4,2.9,1.6,3.2,4.4,1.5,2.6,2.9,3.5,3.0,2.7
3696983,4.2,4.2,2.8,3.8,4.6,3.2,4.5,2.8,4.4,3.0,4.6,3.9
7703036,3.2,4.7,2.0,4.0,3.5,1.7,2.6,4.0,4.1,3.7,2.7,3.6
3531086,3.0,4.7,5.0,5.0,2.5,4.1,2.3,2.6,2.7,3.2,3.8,3.7
7200605,4.2,2.9,2.8,2.6,3.6,4.7,2.7,2.5,2.8,2.9,3.4,2.9
2380824,3.7,4.3,2.9,4.1,4.5,2.8,3.2,3.3,0.7,3.0,1.8,3.6
9195396,4.5,1.8,2.8,3.7,2.7,3.5,3.4,1.7,3.3,5.0,3.2,3.8
3516258,2.6,4.0,3.9,3.1,3.9,2.7,2.5,4.5,4.1,3.9,2.8,3.7
7021012,3.6,3.1,2.6,3.9,2.9,2.5,3.9,3.4,2.9,3.6,1.6,4.7
7580862,4.7,3.0,4.5,4.0,4.1,4.3,4.9,2.7,3.7,4.2,4.2,3.6
7072037,4.8,4.1,3.8,4.4,3.3,5.0,2.2,4.4,2.8,4.6,3.6,4.7
8875932,3.3,4.0,2.0,3.7,3.5,2.6,2.7,2.9,2.9,3.4,2.3,4.5
3566646,2.4,2.2,3.5,3.6,2.4,2.9,2.9,3.7,2.6,4.6,4.1,4.0
9958665,4.7,3.7,3.7,3.4,3.0,3.5,3.2,4.2,2.9,4.0,2.5,2.9
8146170,4.4,3.1,2.7,5.0,4.4,2.8,5.0,4.0,2.7,3.8,3.3,3.5
2929098,5.0,2.2,4.8,3.5,3.0,3.0,4.5,3.2,3.5,3.8,3.5,3.3
4447862,4.0,3.3,3.6,2.4,4.5,3.2,4.7,3.9,4.5,3.3,3.6,2.5
6051568,2.2,3.1,4.0,2.5,3.6,3.9,3.3,3.6,2.8,3.1,3.3,4.1
2461009,2.9,2.8,4.0,3.8,2.6,2.5,4.3,3.0,2.8,4.5,2.2,5.0
4203266,3.9,4.2,2.8,3.8,3.6,3.8,3.4,3.7,3.7,2.7,5.0,4.0
7726965,4.7,3.7,3.7,2.9,4.1,3.8,2.3,4.3,3.0,2.8,3.9,4.2
9881445,3.0,2.3,3.4,3.3,4.3,4.0,2.9,4.3,1.7,4.0,4.2,2.8
1440507,2.7,3.8,4.0,4.1,3.5,1.7,4.0,4.5,2.6,2.4,2.8,3.1
1008702,3.5,4.8,4.0,2.1,3.1,2.8,2.6,3.2,3.3,4.4,2.9,3.1
4434547,3.3,4.2,3.0,3.0,3.3,3.8,2.7,3.9,2.9,3.6,2.4,4.1
9126113,2.4,5.0,4.5,3.2,2.4,2.7,3.9,2.5,3.5,3.7,4.3,2.9
5235286,3.9,2.7,3.2,3.5,2.9,3.6,4.0,3.7,3.5,3.8,4.2,2.2
1782508,3.6,3.3,3.6,3.1,3.4,5.0,3.6,4.0,3.5,2.8,3.3,3.6
5494335,4.7,3.0,2.4,5.0,4.3,3.7,3.4,5.0,4.5,2.9,3.7,4.6
9553572,3.8,2.9,5.0,3.2,3.2,2.7,2.9,2.6,4.3,3.1,2.3,3.9
1284446,3.8,4.3,2.1,4.4,2.8,4.8,4.2,4.9,3.5,2.6,2.4,3.2
5513924,3.6,2.9,2.1,3.0,3.1,3.9,3.8,3.9,3.8,3.6,3.7,3.7
7948771,3.1,3.2,3.7,3.5,4.7,4.2,4.9,3.1,4.1,3.1,4.3,3.1
3964969,2.9,4.5,2.0,4.6,4.2,3.5,3.9,1.8,3.9,4.7,4.8,3.2
8109780,2.9,2.8,3.3,2.2,3.8,4.2,3.0,3.9,4.9,1.9,4.5,4.2
7322495,3.9,3.8,4.7,2.5,4.4,3.5,2.7,4.9,3.3,4.0,4.0,3.1
9156500,3.1,3.9,3.1,3.3,2.8,4.4,3.2,3.8,4.0,3.2,3.4,3.9
8114940,3.3,3.7,2.9,3.5,4.9,3.5,3.8,2.5,3.4,4.1,3.1,2.6
6850187,4.0,3.3,2.7,3.1,4.7,3.5,3.3,2.7,3.0,3.7,3.6,3.0
7576801,3.5,2.9,3.4,4.5,3.9,2.4,1.9,4.6,3.5,3.8,5.0,3.8
9691808,3.9,4.0,4.9,3.7,4.0,4.3,3.8,3.0,3.6,3.3,4.3,4.5
2605695,2.2,2.9,4.9,2.6,4.6,2.5,2.9,4.0,3.4,3.4,4.0,4.1
2159899,3.8,1.7,2.5,3.0,1.9,2.6,4.0,2.1,3.3,3.8,4.1,3.7
1497162,2.5,2.8,1.1,3.4,3.0,3.9,3.2,4.4,3.3,3.8,4.6,2.9
2343203,2.9,3.1,5.0,2.5,4.9,4.0,3.5,3.2,2.3,3.6,4.3,4.1
7035048,3.1,3.8,4.6,3.4,4.2,3.7,4.3,4.2,3.9,4.4,2.1,2.7
5486874,4.2,3.9,1.7,3.6,2.8,2.8,5.0,4.0,4.1,2.4,5.0,3.0
2800746,4.0,3.5,3.1,2.8,3.1,2.3,3.2,3.3,3.8,3.8,3.4,4.4
6209265,4.0,2.4,4.9,3.0,2.3,3.6,1.8,3.4,3.5,4.3,3.6,4.2
5534748,4.2,3.7,3.8,4.0,3.5,2.8,2.2,3.1,4.0,3.6,3.9,4.5
3817281,4.4,4.2,4.7,2.7,3.6,5.0,0.9,2.9,3.5,4.4,3.0,3.3
4916865,3.3,3.2,3.4,4.6,3.2,2.8,4.0,4.8,4.1,3.7,3.8,5.0
6110610,3.3,3.3,4.3,3.8,2.7,1.8,4.7,3.1,3.2,3.0,2.9,3.5
8094746,3.5,3.1,1.8,4.6,3.6,3.0,4.5,2.8,3.5,3.8,3.6,4.0
2399612,2.4,2.5,4.3,2.8,2.6,3.7,4.1,3.5,4.0,2.8,4.2,3.8
4098380,3.8,4.0,2.7,2.6,3.5,3.4,5.0,2.7,3.2,4.4,3.7,3.4
7578440,3.6,4.0,3.4,3.6,3.4,2.7,4.1,2.6,4.2,2.3,3.1,3.2
1734295,4.8,1.7,3.5,3.0,2.5,3.8,3.5,3.7,5.0,2.7,3.8,3.6
8720917,2.7,4.5,4.1,4.0,2.9,1.5,3.3,4.4,5.0,3.7,3.8,4.0
2879883,4.5,4.5,3.2,3.3,3.5,2.3,4.2,3.2,2.9,3.0,3.0,4.5
3373679,4.1,5.0,3.2,3.4,3.1,2.6,3.8,5.0,3.6,1.9,3.2,3.3
2149928,3.2,4.1,4.2,2.7,3.9,4.9,3.9,3.6,3.7,3.9,2.4,3.1
8973155,3.4,4.0,4.0,4.0,4.0,3.0,3.4,4.1,3.9,2.8,4.3,2.9
4692200,3.5,4.9,2.5,3.9,4.2,2.8,4.0,4.2,5.0,3.9,3.2,2.6
5088922,4.4,3.0,3.9,4.0,3.5,2.0,2.9,3.3,2.8,4.2,3.9,1.7
4071645,3.0,3.2,3.5,3.6,3.9,1.9,5.0,4.1,1.8,3.7,4.4,4.6
7398731,3.8,2.3,3.4,3.0,2.7,2.2,3.7,5.0,3.3,2.9,4.2,2.3
4547051,3.6,3.3,4.3,3.5,3.7,4.0,4.3,3.2,4.1,2.7,2.7,3.2
3893009,4.3,4.6,4.1,2.5,4.6,2.7,3.5,2.9,3.1,4.0,3.0,2.6
4535943,3.5,2.2,2.9,3.6,3.3,1.7,3.1,3.2,4.5,2.3,4.8,3.2
2922771,4.6,2.9,2.2,2.6,3.0,3.3,3.7,3.5,4.1,2.8,4.3,2.7
2531476,3.7,3.9,2.7,3.0,4.6,2.8,3.3,4.1,3.4,2.8,3.5,2.5
8559004,3.1,3.6,3.8,2.8,3.2,4.7,4.8,3.1,3.2,3.6,3.3,3.9
4468925,5.0,3.2,1.4,3.9,3.8,2.2,4.2,3.8,3.8,3.8,2.9,2.6
4051458,3.1,3.8,4.5,3.8,3.9,3.3,4.4,5.0,2.8,1.7,4.1,3.8
1600651,4.5,3.2,3.4,2.7,3.4,3.3,2.4,3.4,3.8,2.3,3.4,3.4
4453040,4.0,3.7,4.6,2.6,4.9,4.4,5.0,3.2,4.2,3.6,2.7,3.5
5644565,1.7,1.8,3.0,4.2,4.0,2.8,3.3,4.3,2.7,2.7,3.9,3.8
5992754,4.2,3.4,2.1,3.0,4.0,3.6,3.0,2.6,3.8,3.3,3.3,3.1
3374862,3.2,5.0,3.8,3.5,2.9,4.1,4.5,3.8,2.4,2.7,4.7,4.1
3454184,2.9,2.5,2.4,2.8,2.2,1.9,4.0,3.8,2.8,3.4,2.2,4.5
9234585,2.3,3.9,4.2,3.5,2.8,3.2,2.7,3.5,3.6,4.1,2.9,3.4
9508590,3.9,3.7,1.8,3.0,3.2,4.7,2.3,2.8,3.1,3.6,2.1,5.0
9939970,4.1,2.1,2.7,3.1,3.6,3.4,4.4,4.0,2.3,3.3,2.8,3.5
2362032,3.6,4.2,4.3,5.0,3.9,3.3,3.0,3.5,3.2,2.9,3.6,2.9
5864211,2.3,2.9,3.3,4.5,3.6,3.1,3.8,3.5,3.8,4.0,4.1,4.4
8165706,2.5,3.6,5.0,3.0,3.2,4.0,5.0,4.2,3.0,5.0,3.5,2.5
4363676,2.3,3.4,3.3,3.5,3.9,5.0,4.2,4.0,3.7,1.3,4.5,3.7
5550906,3.1,3.0,4.7,3.1,3.5,3.7,3.6,4.5,4.2,4.4,4.8,3.5
7053621,4.6,2.3,4.0,3.6,4.7,2.9,3.1,4.9,4.2,3.7,3.4,3.1
3478787,2.6,1.9,3.5,4.2,2.9,3.9,3.2,2.5,2.8,4.0,3.0,2.0
2275622,2.6,4.4,4.6,4.7,4.3,3.4,4.2,2.8,3.4,3.2,4.9,4.1
5862437,4.2,4.3,3.9,3.2,3.4,4.5,4.9,2.7,3.1,4.5,3.6,3.7
5942918,3.8,3.2,4.7,2.9,2.7,1.9,4.1,2.2,3.0,3.5,4.0,3.3
6515077,4.0,3.4,4.3,3.4,2.9,3.3,3.1,3.6,1.5,3.2,2.6,3.2
7868300,3.2,4.2,2.5,2.9,2.6,3.4,4.8,5.0,4.0,3.4,1.6,3.0
3697907,4.2,4.0,4.0,2.2,4.1,4.4,3.5,3.1,2.7,3.0,3.3,4.4
6524773,3.3,2.5,3.4,3.2,2.6,3.3,3.9,1.6,3.4,4.1,3.3,4.3
6252203,3.0,3.5,3.0,4.1,2.9,3.7,4.7,3.2,3.9,3.8,2.6,2.4
6296788,3.7,3.1,2.0,2.8,4.1,3.0,2.9,2.7,3.2,2.8,3.7,3.0
8210416,2.3,3.4,3.6,4.2,2.3,4.9,4.9,3.3,4.0,4.6,4.4,5.0
5731150,4.2,2.6,4.1,4.5,3.5,3.0,2.6,2.6,4.2,3.4,1.9,3.8
9228182,5.0,4.4,2.7,3.7,3.1,2.7,4.4,3.3,3.3,4.8,2.9,4.2
3035563,3.5,3.7,4.3,2.6,4.2,3.9,2.9,4.8,3.1,4.1,2.9,3.2
2961933,1.8,4.6,3.5,4.0,2.0,4.1,3.0,3.8,1.8,1.8,3.0,3.2
2409962,3.4,3.3,4.7,4.5,4.1,4.0,3.3,2.7,4.2,2.9,3.6,4.0
5761355,3.1,3.9,3.8,4.6,3.4,3.6,2.2,3.9,3.0,4.2,3.9,4.0
3072907,2.4,3.6,3.8,3.7,4.2,3.3,3.6,4.6,3.2,1.8,3.2,5.0
1404022,3.8,3.1,2.9,2.5,2.6,1.9,3.9,3.5,2.6,4.3,3.1,3.7
2241631,3.7,4.1,3.0,3.8,4.8,4.3,3.1,3.8,2.5,4.6,3.6,3.5
8657292,4.1,4.1,3.1,5.0,3.0,3.5,3.3,2.6,4.3,4.2,4.0,3.9
1157204,4.7,4.3,3.9,3.7,3.7,4.3,3.4,3.4,5.0,4.3,4.6,3.8
6381510,4.3,3.5,2.6,2.9,3.5,3.1,3.3,3.7,2.3,3.5,3.4,2.1
2834362,3.0,3.0,3.0,3.3,4.5,1.9,5.0,2.1,3.7,5.0,2.5,2.9
5683202,3.8,4.3,3.3,3.8,4.2,4.2,3.4,3.6,3.3,4.4,3.8,3.6
2568063,3.6,3.0,2.3,4.5,2.0,3.7,4.6,4.0,3.3,3.6,2.9,2.1
3804340,4.6,4.5,5.0,4.8,4.1,2.3,2.5,4.2,2.7,3.6,3.5,2.7
5832452,3.2,2.5,4.5,4.1,3.9,4.6,3.5,2.1,5.0,3.7,3.5,3.5
3468762,3.4,4.8,3.6,3.6,4.3,4.5,4.1,4.0,4.1,3.7,3.4,2.7
3416204,3.3,3.3,3.0,3.0,4.3,4.5,2.9,3.1,3.7,4.1,4.2,2.7
6534304,3.0,4.7,3.0,3.4,3.1,3.2,2.8,4.3,2.4,3.4,4.0,4.5
7755083,4.0,1.1,3.7,2.8,3.0,3.7,4.4,3.0,2.3,3.4,4.2,4.4
9770899,4.3,3.0,2.8,2.9,1.3,3.0,3.5,2.6,2.2,4.7,2.7,4.1
5105756,3.5,2.8,3.9,3.9,3.9,2.2,4.7,3.4,3.5,4.0,4.5,2.9
7549415,3.3,3.4,3.4,2.1,4.4,4.3,3.4,2.9,3.7,3.5,3.8,3.5
3654718,3.2,2.1,1.5,4.2,3.4,3.2,1.9,5.0,4.5,4.0,4.4,2.6
4652971,4.3,4.0,3.7,4.5,4.6,3.4,4.7,2.6,3.0,4.2,2.6,4.4
2191052,4.1,4.9,3.9,4.4,3.4,5.0,1.8,3.1,3.6,3.4,5.0,4.4
8865546,2.5,3.1,1.5,3.2,3.5,3.7,3.5,3.6,3.6,3.9,3.4,2.0
7568490,5.0,3.6,2.7,2.7,2.9,4.1,4.7,3.7,4.9,2.4,4.0,4.6
2672279,5.0,2.9,3.5,3.1,2.9,3.8,2.8,4.3,2.6,5.0,2.0,2.0
4690331,3.2,1.5,3.4,4.3,2.1,2.7,1.4,3.5,4.4,5.0,3.1,2.6
7890728,3.0,4.3,3.4,3.8,4.3,3.7,2.9,4.8,4.0,2.4,3.7,3.6
9169772,3.5,3.4,2.3,4.2,3.5,2.4,3.1,2.8,3.4,2.8,3.2,1.9
4488535,4.6,2.8,3.6,3.5,3.1,3.8,4.5,4.0,4.5,4.4,3.4,3.7
6361484,3.1,2.2,3.8,2.6,2.5,2.5,3.9,1.9,3.6,5.0,3.3,5.0
1878263,4.5,3.2,3.9,2.4,4.0,4.0,3.8,3.3,4.2,4.1,3.8,4.6
6877609,3.9,4.5,3.1,3.0,3.4,5.0,2.0,3.3,1.8,3.2,3.9,3.7
6449462,3.4,5.0,3.7,4.0,4.9,3.8,2.7,4.2,4.8,3.2,4.8,3.2
8350410,3.3,3.8,2.7,3.2,2.2,2.9,3.6,2.0,2.9,3.6,4.5,2.0
5748938,3.8,3.6,2.3,4.0,4.2,2.2,2.2,4.6,3.6,3.9,3.5,3.4
8894292,3.8,4.0,2.5,5.0,4.8,3.2,4.3,2.9,2.3,3.3,3.3,3.3
8252185,3.0,4.1,4.1,3.0,3.8,4.9,2.8,5.0,3.3,3.5,3.3,2.1
2899800,4.0,3.1,2.0,4.1,3.5,3.1,3.7,3.4,4.5,2.9,4.6,3.3
3641395,4.1,2.9,4.0,5.0,2.8,3.3,3.0,2.4,2.9,4.5,5.0,3.8
6082632,4.4,3.2,4.0,3.2,3.5,4.8,5.0,3.1,5.0,3.9,2.8,4.7
1614787,2.6,3.5,3.1,4.4,2.9,3.9,3.1,4.4,3.2,3.8,3.7,2.0
4763870,3.4,3.9,3.8,2.1,3.4,2.5,2.9,3.9,3.6,3.0,3.2,3.3
9208142,5.0,4.1,5.0,4.4,4.7,3.0,3.5,3.1,1.6,4.1,3.9,2.5
2479578,4.4,4.9,3.6,2.8,4.0,3.6,2.1,2.4,4.2,4.4,2.7,3.3
2415955,4.1,3.9,2.8,5.0,4.3,3.6,3.8,3.1,4.4,4.8,2.4,2.8
5908887,4.6,3.6,2.3,2.0,2.2,4.1,3.8,3.2,2.5,2.6,2.9,3.5
8351749,3.6,3.9,3.3,4.3,5.0,3.4,2.6,2.8,3.6,3.8,3.4,3.3
2768760,5.0,3.3,2.8,2.0,1.5,4.8,4.2,2.9,3.0,3.1,5.0,4.7
4968815,4.1,4.7,2.9,3.2,2.6,4.5,3.0,4.4,4.3,3.6,3.7,3.4
3012681,1.3,3.5,2.9,3.8,3.1,2.0,2.2,2.9,3.3,3.0,3.6,4.2
8004505,3.0,2.9,4.0,3.7,2.7,2.2,3.9,2.6,3.5,3.4,4.3,5.0
5659616,5.0,3.9,3.6,2.5,3.3,3.4,3.3,2.7,2.1,2.8,3.5,2.4
3818519,4.3,3.8,2.5,3.0,3.1,3.3,4.4,3.5,4.0,3.7,3.5,3.4
4079560,2.7,3.3,2.9,3.7,4.0,4.1,3.5,2.3,3.5,3.8,3.0,3.3
5345895,5.0,4.5,4.0,4.5,3.5,3.3,3.2,4.0,2.0,3.1,4.5,3.8
2480316,2.1,3.7,3.5,3.0,2.2,2.5,4.1,4.6,4.3,4.7,2.5,3.6
7435942,3.8,3.3,3.1,4.0,3.9,3.5,4.0,3.7,3.1,3.2,3.0,3.4
3730314,3.1,3.3,3.9,3.8,3.9,3.2,3.6,4.7,3.8,2.5,3.6,3.5
3024865,3.1,2.5,3.6,2.8,2.8,3.2,4.5,5.0,4.8,3.6,2.7,4.1
4210129,3.9,2.5,2.3,3.9,4.2,4.0,3.5,2.2,4.5,2.9,3.4,4.6
2827339,4.0,2.5,3.3,3.1,4.2,3.0,3.7,3.4,4.0,3.7,4.5,3.4
3926805,4.5,3.6,4.0,3.6,3.0,3.7,3.5,3.9,4.1,3.2,3.3,4.1
8095253,2.3,2.9,3.5,3.8,2.3,4.2,2.8,3.2,3.2,3.8,2.6,3.8
6350169,3.1,2.0,2.2,2.7,1.3,4.5,3.0,3.5,3.8,2.6,2.9,4.4
2887643,4.3,3.3,2.5,2.2,3.9,4.2,5.0,4.8,4.0,2.9,3.5,3.1
